cell	type
E8_P3_M81_L001	unclustered
E8_P4_M81_L001	CD4 T.reg cells
E9_P1_M81_L001	unclustered
E9_P2_M81_L001	unclustered
E9_P3_M81_L001	unclustered
E9_P4_M81_L001	NK2 cells
F10_P1_M81_L001	CD8_G cells
F10_P2_M81_L001	NK2 cells
F10_P3_M81_L001	unclustered
F10_P4_M81_L001	CD4 T.mem cells
F11_P1_M81_L001	CD4 T.reg cells
F11_P2_M81_L001	CD8_G cells
F11_P3_M81_L001	CD4 T.mem cells
F11_P4_M81_L001	CD4 T.mem cells
F12_P2_M81_L001	CD4 T.reg cells
F12_P3_M81_L001	CD8_G cells
F12_P4_M81_L001	unclustered
F1_P1_M81_L001	CD8_G cells
F1_P3_M81_L001	CD4 T.mem cells
F1_P4_M81_L001	unclustered
F2_P1_M81_L001	CD4 T.mem cells
F2_P2_M81_L001	unclustered
F2_P3_M81_L001	CD8_G cells
F2_P4_M81_L001	CD4 T.reg cells
F3_P1_M81_L001	NK3 cells
F3_P2_M81_L001	CD4 T.mem cells
F3_P3_M81_L001	unclustered
F3_P4_M81_L001	CD8_G cells
F4_P1_M81_L001	unclustered
F4_P2_M81_L001	NK2 cells
F4_P3_M81_L001	CD4 T.mem cells
F4_P4_M81_L001	B cells
F5_P1_M81_L001	unclustered
F5_P2_M81_L001	CD4 T.mem cells
F5_P3_M81_L001	CD4 T.reg cells
F5_P4_M81_L001	CD8_B cells
F6_P1_M81_L001	CD4 T.mem cells
F6_P2_M81_L001	unclustered
F6_P3_M81_L001	CD4 T.reg cells
F6_P4_M81_L001	CD8_B cells
F7_P1_M81_L001	CD4 T.mem cells
F7_P2_M81_L001	unclustered
F7_P3_M81_L001	unclustered
F7_P4_M81_L001	CD8_G cells
F8_P1_M81_L001	CD8_G cells
F8_P2_M81_L001	CD4 T.mem cells
F8_P3_M81_L001	CD4 T.reg cells
F8_P4_M81_L001	CD4 T.mem cells
F9_P1_M81_L001	CD8_G cells
F9_P2_M81_L001	CD8_G cells
F9_P3_M81_L001	CD4 T.mem cells
F9_P4_M81_L001	CD4 T.mem cells
G10_P1_M81_L001	CD4 T.mem cells
G10_P2_M81_L001	CD8_G cells
G10_P3_M81_L001	NK2 cells
G10_P4_M81_L001	CD8_G cells
G11_P1_M81_L001	CD4 T.reg cells
G11_P2_M81_L001	unclustered
G11_P3_M81_L001	CD4 T.reg cells
G11_P4_M81_L001	CD4 T.reg cells
G12_P1_M81_L001	CD8_B cells
G12_P2_M81_L001	CD4 T.mem cells
G12_P3_M81_L001	CD8_B cells
G12_P4_M81_L001	Monocytes/Macrophages
G1_P1_M81_L001	unclustered
G1_P2_M81_L001	CD4 T.mem cells
G1_P3_M81_L001	CD4 T.mem cells
G1_P4_M81_L001	unclustered
G2_P1_M81_L001	CD8_G cells
G2_P2_M81_L001	CD4 T.reg cells
G2_P3_M81_L001	CD4 T.mem cells
G2_P4_M81_L001	CD8_G cells
G3_P2_M81_L001	CD8_G cells
G3_P3_M81_L001	CD4 T.reg cells
G3_P4_M81_L001	unclustered
G4_P1_M81_L001	CD8_G cells
G4_P2_M81_L001	NK2 cells
G4_P3_M81_L001	unclustered
G4_P4_M81_L001	Dendritic cells
G5_P1_M81_L001	CD4 T.mem cells
G5_P2_M81_L001	NK2 cells
G5_P3_M81_L001	unclustered
G5_P4_M81_L001	CD4 T.reg cells
G6_P1_M81_L001	NK2 cells
G6_P2_M81_L001	NK2 cells
G6_P3_M81_L001	CD4 T.reg cells
G6_P4_M81_L001	unclustered
G7_P1_M81_L001	CD4 T.reg cells
G7_P2_M81_L001	CD4 T.reg cells
G7_P3_M81_L001	CD8_G cells
G7_P4_M81_L001	NK2 cells
G8_P1_M81_L001	unclustered
G8_P2_M81_L001	CD8_G cells
G8_P3_M81_L001	CD8_B cells
G8_P4_M81_L001	unclustered
G9_P1_M81_L001	CD8_G cells
G9_P2_M81_L001	CD4 T.mem cells
G9_P4_M81_L001	NK2 cells
H10_P1_M81_L001	CD4 T.mem cells
H10_P2_M81_L001	CD4 T.mem cells
H10_P3_M81_L001	CD8_G cells
H11_P1_M81_L001	unclustered
H11_P2_M81_L001	NK3 cells
H11_P3_M81_L001	NK2 cells
H11_P4_M81_L001	CD4 T.mem cells
H12_P1_M81_L001	CD4 T.reg cells
H12_P2_M81_L001	CD8_G cells
H12_P3_M81_L001	B cells
H12_P4_M81_L001	CD8_G cells
H1_P2_M81_L001	NK3 cells
H1_P3_M81_L001	CD4 T.mem cells
H1_P4_M81_L001	CD8_G cells
H2_P1_M81_L001	CD8_B cells
H2_P3_M81_L001	NK2 cells
H2_P4_M81_L001	CD8_G cells
H3_P1_M81_L001	CD4 T.reg cells
H3_P2_M81_L001	NK2 cells
H3_P4_M81_L001	NK2 cells
H4_P1_M81_L001	CD4 T.reg cells
H4_P2_M81_L001	unclustered
H4_P3_M81_L001	unclustered
H4_P4_M81_L001	CD8_G cells
H5_P1_M81_L001	CD8_B cells
H5_P2_M81_L001	CD4 T.mem cells
H5_P3_M81_L001	CD4 T.mem cells
H5_P4_M81_L001	NK2 cells
H6_P1_M81_L001	CD4 T.mem cells
H6_P2_M81_L001	CD4 T.mem cells
H6_P3_M81_L001	CD8_G cells
H6_P4_M81_L001	CD4 T.mem cells
H7_P1_M81_L001	CD4 T.mem cells
H7_P2_M81_L001	CD4 T.reg cells
H7_P3_M81_L001	CD4 T.mem cells
H7_P4_M81_L001	CD8_G cells
H8_P2_M81_L001	CD4 T.mem cells
H8_P3_M81_L001	CD8_G cells
H8_P4_M81_L001	NK2 cells
H9_P1_M81_L001	CD4 T.mem cells
H9_P3_M81_L001	CD4 T.mem cells
H9_P4_M81_L001	CD8_G cells
A10_P10_M86_L001	Monocytes/Macrophages
A10_P6_M86_L001	Monocytes/Macrophages
A10_P8_M86_L001	CD4 T.reg cells
A10_P9_M86_L001	Monocytes/Macrophages
A11_P10_M86_L001	Monocytes/Macrophages
A11_P6_M86_L001	Monocytes/Macrophages
A11_P8_M86_L001	Monocytes/Macrophages
A11_P9_M86_L001	Monocytes/Macrophages
A12_P10_M86_L001	Monocytes/Macrophages
A12_P6_M86_L001	Monocytes/Macrophages
A12_P8_M86_L001	Monocytes/Macrophages
A12_P9_M86_L001	Monocytes/Macrophages
A2_P10_M86_L001	Monocytes/Macrophages
A2_P6_M86_L001	Monocytes/Macrophages
A2_P8_M86_L001	Monocytes/Macrophages
A2_P9_M86_L001	Monocytes/Macrophages
A3_P10_M86_L001	Monocytes/Macrophages
A3_P6_M86_L001	Monocytes/Macrophages
A3_P8_M86_L001	Monocytes/Macrophages
A3_P9_M86_L001	Monocytes/Macrophages
A4_P10_M86_L001	Monocytes/Macrophages
A4_P6_M86_L001	Monocytes/Macrophages
A4_P8_M86_L001	Monocytes/Macrophages
A4_P9_M86_L001	Monocytes/Macrophages
A5_P10_M86_L001	Monocytes/Macrophages
A5_P6_M86_L001	Monocytes/Macrophages
A5_P8_M86_L001	Monocytes/Macrophages
A5_P9_M86_L001	CD8_B cells
A6_P10_M86_L001	Monocytes/Macrophages
A6_P6_M86_L001	Monocytes/Macrophages
A6_P8_M86_L001	Monocytes/Macrophages
A6_P9_M86_L001	Monocytes/Macrophages
A7_P10_M86_L001	Monocytes/Macrophages
A7_P6_M86_L001	Monocytes/Macrophages
A7_P9_M86_L001	CD8_B cells
A8_P10_M86_L001	Monocytes/Macrophages
A8_P6_M86_L001	Monocytes/Macrophages
A8_P8_M86_L001	Monocytes/Macrophages
A8_P9_M86_L001	Monocytes/Macrophages
A9_P10_M86_L001	Monocytes/Macrophages
A9_P6_M86_L001	Monocytes/Macrophages
A9_P8_M86_L001	Monocytes/Macrophages
A9_P9_M86_L001	Monocytes/Macrophages
B10_P10_M86_L001	Monocytes/Macrophages
B10_P6_M86_L001	Monocytes/Macrophages
B10_P8_M86_L001	CD4 T.reg cells
B10_P9_M86_L001	CD8_B cells
B11_P10_M86_L001	Monocytes/Macrophages
B11_P6_M86_L001	Monocytes/Macrophages
B11_P8_M86_L001	Monocytes/Macrophages
B11_P9_M86_L001	Monocytes/Macrophages
B12_P10_M86_L001	Monocytes/Macrophages
B12_P6_M86_L001	Monocytes/Macrophages
B12_P8_M86_L001	Monocytes/Macrophages
B12_P9_M86_L001	Monocytes/Macrophages
B1_P10_M86_L001	Monocytes/Macrophages
B1_P6_M86_L001	Monocytes/Macrophages
B1_P8_M86_L001	Monocytes/Macrophages
B1_P9_M86_L001	Monocytes/Macrophages
B2_P10_M86_L001	Monocytes/Macrophages
B2_P6_M86_L001	Monocytes/Macrophages
B2_P8_M86_L001	Monocytes/Macrophages
B2_P9_M86_L001	Monocytes/Macrophages
B3_P10_M86_L001	Monocytes/Macrophages
B3_P6_M86_L001	Monocytes/Macrophages
B3_P8_M86_L001	Monocytes/Macrophages
B3_P9_M86_L001	Monocytes/Macrophages
B4_P10_M86_L001	Monocytes/Macrophages
B4_P6_M86_L001	Monocytes/Macrophages
B4_P8_M86_L001	Monocytes/Macrophages
B5_P10_M86_L001	Monocytes/Macrophages
B5_P6_M86_L001	Monocytes/Macrophages
B5_P8_M86_L001	Monocytes/Macrophages
B5_P9_M86_L001	Monocytes/Macrophages
B6_P10_M86_L001	Monocytes/Macrophages
B6_P6_M86_L001	Monocytes/Macrophages
B6_P8_M86_L001	Monocytes/Macrophages
B6_P9_M86_L001	Monocytes/Macrophages
B7_P10_M86_L001	Monocytes/Macrophages
B7_P6_M86_L001	Monocytes/Macrophages
B7_P8_M86_L001	Monocytes/Macrophages
B7_P9_M86_L001	Monocytes/Macrophages
B8_P10_M86_L001	Monocytes/Macrophages
B8_P6_M86_L001	Monocytes/Macrophages
B8_P8_M86_L001	Monocytes/Macrophages
B8_P9_M86_L001	Monocytes/Macrophages
B9_P10_M86_L001	Monocytes/Macrophages
B9_P6_M86_L001	Monocytes/Macrophages
B9_P8_M86_L001	Monocytes/Macrophages
B9_P9_M86_L001	Monocytes/Macrophages
C10_P10_M86_L001	Monocytes/Macrophages
C10_P6_M86_L001	Monocytes/Macrophages
C10_P8_M86_L001	Monocytes/Macrophages
C10_P9_M86_L001	Monocytes/Macrophages
C11_P10_M86_L001	Monocytes/Macrophages
C11_P6_M86_L001	Monocytes/Macrophages
C11_P8_M86_L001	Monocytes/Macrophages
C11_P9_M86_L001	Monocytes/Macrophages
C12_P10_M86_L001	Monocytes/Macrophages
C12_P6_M86_L001	Monocytes/Macrophages
C12_P8_M86_L001	Monocytes/Macrophages
C12_P9_M86_L001	Monocytes/Macrophages
C1_P10_M86_L001	Monocytes/Macrophages
C1_P6_M86_L001	Monocytes/Macrophages
C1_P8_M86_L001	Monocytes/Macrophages
C1_P9_M86_L001	Monocytes/Macrophages
C2_P10_M86_L001	Monocytes/Macrophages
C2_P6_M86_L001	Monocytes/Macrophages
C2_P8_M86_L001	Monocytes/Macrophages
C2_P9_M86_L001	Monocytes/Macrophages
C3_P10_M86_L001	Monocytes/Macrophages
C3_P6_M86_L001	Monocytes/Macrophages
C3_P8_M86_L001	Monocytes/Macrophages
C3_P9_M86_L001	Monocytes/Macrophages
C4_P10_M86_L001	Monocytes/Macrophages
C4_P6_M86_L001	Monocytes/Macrophages
C4_P8_M86_L001	Monocytes/Macrophages
C4_P9_M86_L001	Monocytes/Macrophages
C5_P10_M86_L001	Monocytes/Macrophages
C5_P6_M86_L001	Monocytes/Macrophages
C5_P8_M86_L001	Monocytes/Macrophages
C5_P9_M86_L001	Monocytes/Macrophages
C6_P10_M86_L001	Monocytes/Macrophages
C6_P6_M86_L001	Monocytes/Macrophages
C6_P8_M86_L001	Monocytes/Macrophages
C6_P9_M86_L001	Monocytes/Macrophages
C7_P10_M86_L001	Monocytes/Macrophages
C7_P6_M86_L001	Monocytes/Macrophages
C7_P8_M86_L001	Monocytes/Macrophages
C7_P9_M86_L001	Monocytes/Macrophages
C8_P10_M86_L001	Monocytes/Macrophages
C8_P6_M86_L001	Monocytes/Macrophages
C8_P8_M86_L001	Monocytes/Macrophages
C8_P9_M86_L001	Monocytes/Macrophages
C9_P10_M86_L001	Monocytes/Macrophages
C9_P6_M86_L001	Monocytes/Macrophages
C9_P8_M86_L001	Monocytes/Macrophages
C9_P9_M86_L001	Monocytes/Macrophages
D10_P10_M86_L001	Monocytes/Macrophages
D10_P6_M86_L001	Monocytes/Macrophages
D10_P8_M86_L001	Monocytes/Macrophages
D10_P9_M86_L001	Monocytes/Macrophages
D11_P10_M86_L001	Monocytes/Macrophages
D11_P6_M86_L001	Monocytes/Macrophages
D11_P8_M86_L001	Monocytes/Macrophages
D11_P9_M86_L001	Monocytes/Macrophages
D12_P10_M86_L001	Monocytes/Macrophages
D12_P6_M86_L001	Monocytes/Macrophages
D12_P8_M86_L001	Monocytes/Macrophages
D12_P9_M86_L001	Monocytes/Macrophages
D1_P10_M86_L001	Monocytes/Macrophages
D1_P6_M86_L001	Monocytes/Macrophages
D1_P8_M86_L001	Monocytes/Macrophages
D1_P9_M86_L001	CD8_B cells
D2_P10_M86_L001	Monocytes/Macrophages
D2_P6_M86_L001	Monocytes/Macrophages
D2_P8_M86_L001	Monocytes/Macrophages
D2_P9_M86_L001	Monocytes/Macrophages
D3_P10_M86_L001	Monocytes/Macrophages
D3_P6_M86_L001	Monocytes/Macrophages
D3_P8_M86_L001	Monocytes/Macrophages
D3_P9_M86_L001	Monocytes/Macrophages
D4_P10_M86_L001	Monocytes/Macrophages
D4_P6_M86_L001	Monocytes/Macrophages
D4_P8_M86_L001	Monocytes/Macrophages
D4_P9_M86_L001	Monocytes/Macrophages
D5_P10_M86_L001	Monocytes/Macrophages
D5_P6_M86_L001	Monocytes/Macrophages
D5_P8_M86_L001	Monocytes/Macrophages
D5_P9_M86_L001	Monocytes/Macrophages
D6_P10_M86_L001	Monocytes/Macrophages
D6_P6_M86_L001	Monocytes/Macrophages
D6_P8_M86_L001	Monocytes/Macrophages
D6_P9_M86_L001	Monocytes/Macrophages
D7_P10_M86_L001	Monocytes/Macrophages
D7_P6_M86_L001	Monocytes/Macrophages
D7_P8_M86_L001	Monocytes/Macrophages
D7_P9_M86_L001	CD8_G cells
D8_P10_M86_L001	Monocytes/Macrophages
D8_P6_M86_L001	Monocytes/Macrophages
D8_P8_M86_L001	Monocytes/Macrophages
D8_P9_M86_L001	Monocytes/Macrophages
D9_P10_M86_L001	Monocytes/Macrophages
D9_P6_M86_L001	Monocytes/Macrophages
D9_P8_M86_L001	Monocytes/Macrophages
D9_P9_M86_L001	Monocytes/Macrophages
E10_P10_M86_L001	Monocytes/Macrophages
E10_P6_M86_L001	Monocytes/Macrophages
E10_P8_M86_L001	Monocytes/Macrophages
E10_P9_M86_L001	Monocytes/Macrophages
E11_P10_M86_L001	Monocytes/Macrophages
E11_P6_M86_L001	Monocytes/Macrophages
E11_P8_M86_L001	Monocytes/Macrophages
E11_P9_M86_L001	Monocytes/Macrophages
E12_P10_M86_L001	Monocytes/Macrophages
E12_P6_M86_L001	Monocytes/Macrophages
E12_P8_M86_L001	CD4 T.reg cells
E12_P9_M86_L001	Monocytes/Macrophages
E1_P10_M86_L001	Monocytes/Macrophages
E1_P6_M86_L001	Monocytes/Macrophages
E1_P8_M86_L001	Monocytes/Macrophages
E1_P9_M86_L001	Monocytes/Macrophages
E2_P10_M86_L001	Monocytes/Macrophages
E2_P6_M86_L001	Monocytes/Macrophages
E2_P8_M86_L001	Monocytes/Macrophages
E2_P9_M86_L001	Monocytes/Macrophages
E3_P10_M86_L001	Monocytes/Macrophages
E3_P6_M86_L001	Monocytes/Macrophages
E3_P8_M86_L001	Monocytes/Macrophages
E3_P9_M86_L001	Monocytes/Macrophages
E4_P10_M86_L001	Monocytes/Macrophages
E4_P6_M86_L001	Monocytes/Macrophages
E4_P8_M86_L001	Monocytes/Macrophages
E4_P9_M86_L001	Monocytes/Macrophages
E5_P10_M86_L001	Monocytes/Macrophages
E5_P6_M86_L001	Monocytes/Macrophages
E5_P8_M86_L001	Monocytes/Macrophages
E5_P9_M86_L001	Monocytes/Macrophages
E6_P10_M86_L001	Monocytes/Macrophages
E6_P6_M86_L001	Monocytes/Macrophages
E6_P8_M86_L001	Monocytes/Macrophages
E6_P9_M86_L001	Monocytes/Macrophages
E7_P10_M86_L001	Monocytes/Macrophages
E7_P6_M86_L001	Monocytes/Macrophages
E7_P8_M86_L001	Monocytes/Macrophages
E7_P9_M86_L001	Monocytes/Macrophages
E8_P10_M86_L001	Monocytes/Macrophages
E8_P6_M86_L001	Monocytes/Macrophages
E8_P8_M86_L001	Monocytes/Macrophages
E8_P9_M86_L001	Monocytes/Macrophages
E9_P10_M86_L001	Monocytes/Macrophages
E9_P6_M86_L001	NK1 cells
E9_P8_M86_L001	Monocytes/Macrophages
E9_P9_M86_L001	Monocytes/Macrophages
F10_P10_M86_L001	Monocytes/Macrophages
F10_P6_M86_L001	Monocytes/Macrophages
F10_P8_M86_L001	Monocytes/Macrophages
F10_P9_M86_L001	Monocytes/Macrophages
F11_P10_M86_L001	Monocytes/Macrophages
F11_P6_M86_L001	Monocytes/Macrophages
F11_P8_M86_L001	Monocytes/Macrophages
F11_P9_M86_L001	Monocytes/Macrophages
F12_P10_M86_L001	Monocytes/Macrophages
F12_P6_M86_L001	Monocytes/Macrophages
F12_P8_M86_L001	Monocytes/Macrophages
F12_P9_M86_L001	Monocytes/Macrophages
F1_P10_M86_L001	Monocytes/Macrophages
F1_P6_M86_L001	Monocytes/Macrophages
F1_P8_M86_L001	Monocytes/Macrophages
F1_P9_M86_L001	Monocytes/Macrophages
F2_P10_M86_L001	Monocytes/Macrophages
F2_P8_M86_L001	Monocytes/Macrophages
F2_P9_M86_L001	Monocytes/Macrophages
F3_P10_M86_L001	Monocytes/Macrophages
F3_P6_M86_L001	Monocytes/Macrophages
F3_P9_M86_L001	Monocytes/Macrophages
F4_P10_M86_L001	Monocytes/Macrophages
F4_P6_M86_L001	Monocytes/Macrophages
F4_P8_M86_L001	Monocytes/Macrophages
F4_P9_M86_L001	Monocytes/Macrophages
F5_P10_M86_L001	Monocytes/Macrophages
F5_P6_M86_L001	Monocytes/Macrophages
F5_P8_M86_L001	NK1 cells
F5_P9_M86_L001	Monocytes/Macrophages
F6_P10_M86_L001	Monocytes/Macrophages
F6_P6_M86_L001	Monocytes/Macrophages
F6_P8_M86_L001	CD4 T.reg cells
F6_P9_M86_L001	Monocytes/Macrophages
F7_P10_M86_L001	Monocytes/Macrophages
F7_P6_M86_L001	Monocytes/Macrophages
F7_P8_M86_L001	Monocytes/Macrophages
F7_P9_M86_L001	Monocytes/Macrophages
F8_P10_M86_L001	Monocytes/Macrophages
F8_P6_M86_L001	Monocytes/Macrophages
F8_P8_M86_L001	Monocytes/Macrophages
F8_P9_M86_L001	Monocytes/Macrophages
F9_P10_M86_L001	Monocytes/Macrophages
F9_P6_M86_L001	Monocytes/Macrophages
F9_P8_M86_L001	Monocytes/Macrophages
F9_P9_M86_L001	Monocytes/Macrophages
G10_P10_M86_L001	Monocytes/Macrophages
G10_P6_M86_L001	Monocytes/Macrophages
G10_P8_M86_L001	Monocytes/Macrophages
G10_P9_M86_L001	Monocytes/Macrophages
G11_P10_M86_L001	Monocytes/Macrophages
G11_P6_M86_L001	unclustered
G11_P8_M86_L001	Monocytes/Macrophages
G11_P9_M86_L001	CD4 T.reg cells
G12_P10_M86_L001	Monocytes/Macrophages
G12_P6_M86_L001	Monocytes/Macrophages
G12_P8_M86_L001	Monocytes/Macrophages
G12_P9_M86_L001	Monocytes/Macrophages
G1_P10_M86_L001	Monocytes/Macrophages
G1_P6_M86_L001	Monocytes/Macrophages
G1_P8_M86_L001	Monocytes/Macrophages
G1_P9_M86_L001	Monocytes/Macrophages
G2_P10_M86_L001	Monocytes/Macrophages
G2_P6_M86_L001	Monocytes/Macrophages
G2_P8_M86_L001	Monocytes/Macrophages
G2_P9_M86_L001	Monocytes/Macrophages
G3_P10_M86_L001	Monocytes/Macrophages
G3_P6_M86_L001	Monocytes/Macrophages
G3_P8_M86_L001	Monocytes/Macrophages
G3_P9_M86_L001	Monocytes/Macrophages
G4_P10_M86_L001	Monocytes/Macrophages
G4_P6_M86_L001	Monocytes/Macrophages
G4_P8_M86_L001	Monocytes/Macrophages
G4_P9_M86_L001	Monocytes/Macrophages
G5_P10_M86_L001	Monocytes/Macrophages
G5_P6_M86_L001	Monocytes/Macrophages
G5_P8_M86_L001	Monocytes/Macrophages
G5_P9_M86_L001	Monocytes/Macrophages
G6_P10_M86_L001	Monocytes/Macrophages
G6_P6_M86_L001	Monocytes/Macrophages
G6_P9_M86_L001	Monocytes/Macrophages
G7_P10_M86_L001	Monocytes/Macrophages
G7_P6_M86_L001	Monocytes/Macrophages
G7_P8_M86_L001	unclustered
G8_P10_M86_L001	Monocytes/Macrophages
G8_P6_M86_L001	Monocytes/Macrophages
G8_P8_M86_L001	NK3 cells
G8_P9_M86_L001	Monocytes/Macrophages
G9_P10_M86_L001	Monocytes/Macrophages
G9_P6_M86_L001	Monocytes/Macrophages
G9_P9_M86_L001	Monocytes/Macrophages
H10_P10_M86_L001	Monocytes/Macrophages
H10_P6_M86_L001	Monocytes/Macrophages
H10_P8_M86_L001	Monocytes/Macrophages
H11_P10_M86_L001	Monocytes/Macrophages
H11_P6_M86_L001	Monocytes/Macrophages
H11_P8_M86_L001	unclustered
H11_P9_M86_L001	Monocytes/Macrophages
H12_P10_M86_L001	Monocytes/Macrophages
H12_P6_M86_L001	Monocytes/Macrophages
H12_P8_M86_L001	Monocytes/Macrophages
H12_P9_M86_L001	Monocytes/Macrophages
H1_P10_M86_L001	Monocytes/Macrophages
H1_P6_M86_L001	Monocytes/Macrophages
H1_P8_M86_L001	Monocytes/Macrophages
H1_P9_M86_L001	Monocytes/Macrophages
H2_P10_M86_L001	Monocytes/Macrophages
H2_P6_M86_L001	Monocytes/Macrophages
H2_P8_M86_L001	Monocytes/Macrophages
H2_P9_M86_L001	Monocytes/Macrophages
H3_P10_M86_L001	Monocytes/Macrophages
H3_P6_M86_L001	Monocytes/Macrophages
H3_P8_M86_L001	Monocytes/Macrophages
H3_P9_M86_L001	Monocytes/Macrophages
H4_P10_M86_L001	Monocytes/Macrophages
H4_P6_M86_L001	Monocytes/Macrophages
H4_P8_M86_L001	Monocytes/Macrophages
H4_P9_M86_L001	Monocytes/Macrophages
H5_P10_M86_L001	Monocytes/Macrophages
H5_P6_M86_L001	Monocytes/Macrophages
H5_P8_M86_L001	Monocytes/Macrophages
H5_P9_M86_L001	CD4 T.reg cells
H6_P6_M86_L001	Monocytes/Macrophages
H6_P8_M86_L001	Monocytes/Macrophages
H6_P9_M86_L001	Monocytes/Macrophages
H7_P10_M86_L001	Monocytes/Macrophages
H7_P6_M86_L001	Monocytes/Macrophages
H7_P8_M86_L001	Monocytes/Macrophages
H7_P9_M86_L001	Monocytes/Macrophages
H8_P10_M86_L001	Monocytes/Macrophages
H8_P8_M86_L001	Monocytes/Macrophages
H8_P9_M86_L001	Monocytes/Macrophages
H9_P10_M86_L001	Monocytes/Macrophages
H9_P6_M86_L001	Monocytes/Macrophages
H9_P9_M86_L001	Monocytes/Macrophages
A10_P1_M89_L001	CD8_B cells
A10_P3_M89_L001	CD4 T.reg cells
A10_P4_M89_L001	NK3 cells
A10_P5_M89_L001	Monocytes/Macrophages
A11_P1_M89_L001	Monocytes/Macrophages
A11_P3_M89_L001	Monocytes/Macrophages
A11_P4_M89_L001	Monocytes/Macrophages
A11_P5_M89_L001	CD4 T.reg cells
A12_P1_M89_L001	NK3 cells
A12_P3_M89_L001	Monocytes/Macrophages
A12_P4_M89_L001	CD4 T.reg cells
A12_P5_M89_L001	CD8_G cells
A2_P1_M89_L001	NK3 cells
A2_P3_M89_L001	CD4 T.mem cells
A2_P4_M89_L001	CD4 T.reg cells
A2_P5_M89_L001	CD8_B cells
A3_P1_M89_L001	CD8_B cells
A3_P3_M89_L001	CD4 T.reg cells
A3_P4_M89_L001	CD8_B cells
A3_P5_M89_L001	Monocytes/Macrophages
A4_P1_M89_L001	Monocytes/Macrophages
A4_P3_M89_L001	CD8_B cells
A4_P4_M89_L001	Monocytes/Macrophages
A4_P5_M89_L001	unclustered
A5_P1_M89_L001	Monocytes/Macrophages
A5_P3_M89_L001	unclustered
A5_P4_M89_L001	NK3 cells
A5_P5_M89_L001	CD8_B cells
A6_P1_M89_L001	CD8_B cells
A6_P3_M89_L001	NK2 cells
A6_P4_M89_L001	CD8_B cells
A6_P5_M89_L001	Monocytes/Macrophages
A7_P1_M89_L001	CD4 T.reg cells
A7_P3_M89_L001	CD4 T.reg cells
A7_P4_M89_L001	CD8_B cells
A7_P5_M89_L001	Monocytes/Macrophages
A8_P1_M89_L001	Monocytes/Macrophages
A8_P3_M89_L001	CD8_B cells
A8_P4_M89_L001	CD4 T.mem cells
A8_P5_M89_L001	Monocytes/Macrophages
A9_P1_M89_L001	CD4 T.reg cells
A9_P3_M89_L001	CD4 T.reg cells
A9_P4_M89_L001	Monocytes/Macrophages
A9_P5_M89_L001	CD8_B cells
B10_P3_M89_L001	Monocytes/Macrophages
B10_P4_M89_L001	CD8_B cells
B10_P5_M89_L001	NK3 cells
B11_P1_M89_L001	CD8_B cells
B11_P3_M89_L001	Monocytes/Macrophages
B11_P4_M89_L001	unclustered
B11_P5_M89_L001	CD4 T.reg cells
B12_P1_M89_L001	CD8_B cells
B12_P3_M89_L001	CD8_B cells
B12_P4_M89_L001	CD4 T.reg cells
B12_P5_M89_L001	CD4 T.reg cells
B1_P1_M89_L001	CD4 T.reg cells
B1_P3_M89_L001	CD4 T.reg cells
B1_P4_M89_L001	Monocytes/Macrophages
B1_P5_M89_L001	NK1 cells
B2_P1_M89_L001	NK3 cells
B2_P3_M89_L001	CD8_B cells
B2_P4_M89_L001	CD8_B cells
B2_P5_M89_L001	CD4 T.reg cells
B3_P1_M89_L001	CD8_B cells
B3_P3_M89_L001	CD4 T.reg cells
B3_P4_M89_L001	unclustered
B3_P5_M89_L001	CD4 T.reg cells
B4_P1_M89_L001	CD8_B cells
B4_P3_M89_L001	CD4 T.reg cells
B4_P4_M89_L001	CD8_B cells
B4_P5_M89_L001	CD4 T.mem cells
B5_P1_M89_L001	CD8_B cells
B5_P3_M89_L001	CD4 T.reg cells
B5_P4_M89_L001	CD8_B cells
B5_P5_M89_L001	CD8_G cells
B6_P1_M89_L001	CD8_B cells
B6_P3_M89_L001	CD4 T.reg cells
B6_P4_M89_L001	CD8_B cells
B6_P5_M89_L001	CD8_B cells
B7_P1_M89_L001	CD4 T.reg cells
B7_P3_M89_L001	Monocytes/Macrophages
B7_P5_M89_L001	Monocytes/Macrophages
B8_P1_M89_L001	Monocytes/Macrophages
B8_P3_M89_L001	Monocytes/Macrophages
B8_P4_M89_L001	CD4 T.reg cells
B9_P1_M89_L001	CD4 T.reg cells
B9_P3_M89_L001	CD8_B cells
B9_P4_M89_L001	Dendritic cells
B9_P5_M89_L001	unclustered
C10_P1_M89_L001	NK3 cells
C10_P3_M89_L001	CD4 T.reg cells
C10_P4_M89_L001	Monocytes/Macrophages
C10_P5_M89_L001	Monocytes/Macrophages
C11_P1_M89_L001	Monocytes/Macrophages
C11_P3_M89_L001	CD4 T.reg cells
C11_P4_M89_L001	Monocytes/Macrophages
C11_P5_M89_L001	Monocytes/Macrophages
C12_P1_M89_L001	CD8_B cells
C12_P3_M89_L001	CD4 T.reg cells
C12_P4_M89_L001	CD4 T.reg cells
C12_P5_M89_L001	CD4 T.reg cells
C1_P1_M89_L001	Monocytes/Macrophages
C1_P3_M89_L001	Monocytes/Macrophages
C1_P4_M89_L001	CD8_G cells
C1_P5_M89_L001	unclustered
C2_P1_M89_L001	CD8_B cells
C2_P3_M89_L001	CD8_B cells
